07-08-24 59.0
PPCI&N;Abrev. Net. Name;Net. Type;MCC;MNC;Country Initials;Organisation;Network;SIM;Last Update
Odido;Odido;3G 2100;204;16;NLD;Odido Netherlands B.V.;Odido;8931169;2024-06-26
Odido;Odido;GSM 1800;204;16;NLD;Odido Netherlands B.V.;Odido;8931169;2024-06-26
NL KPN;NL KPN;3G 2100;204;08;NLD;KPN B.V.;KPN B.V.;893108;2016-03-16
NL KPN;NL KPN;GSM 1800;204;08;NLD;KPN B.V.;KPN B.V.;893108;2016-03-16
NL KPN;NL KPN;GSM 900;204;08;NLD;KPN B.V.;KPN B.V.;893108;2016-03-16
NL KPN;NL KPN;LTE 2600;204;08;NLD;KPN B.V.;KPN B.V.;893108;2016-03-16
NL KPN;NL KPN;LTE 800;204;08;NLD;KPN B.V.;KPN B.V.;893108;2016-03-16
NL Telfort;NL Tlfrt;GSM 1800;204;12;NLD;KPN B.V.;Telfort B.V.;893126;2016-03-16
vodafone NL;voda NL;3G 2100;204;04;NLD;Vodafone Netherlands;vodafone;893144;2016-03-16
vodafone NL;voda NL;GSM 1800;204;04;NLD;Vodafone Netherlands;vodafone;893144;2016-03-16
vodafone NL;voda NL;GSM 900;204;04;NLD;Vodafone Netherlands;vodafone;893144;2016-03-16
vodafone NL;voda NL;LTE 1800;204;04;NLD;Vodafone Netherlands;vodafone;893144;2016-05-25
vodafone NL;voda NL;LTE 2600;204;04;NLD;Vodafone Netherlands;vodafone;893144;2016-05-25
vodafone NL;voda NL;LTE 800;204;04;NLD;Vodafone Netherlands;vodafone;893144;2016-05-25
N Telenor;TELENOR;3G 2100;242;01;NOR;Telenor Norway;TELENOR;894701;2016-04-04
N Telenor;TELENOR;GSM 1800;242;01;NOR;Telenor Norway;TELENOR;894701;2016-04-04
N Telenor;TELENOR;GSM 900;242;01;NOR;Telenor Norway;TELENOR;894701;2016-04-04
N Telenor;TELENOR;LTE 1800;242;01;NOR;Telenor Norway;TELENOR;894701;2016-04-04
N Telenor;TELENOR;LTE 2600;242;01;NOR;Telenor Norway;TELENOR;894701;2016-04-04
N Telenor;TELENOR;LTE 800;242;01;NOR;Telenor Norway;TELENOR;894701;2016-04-04
N Telia;N Telia;3G 2100;242;02;NOR;Telia Norge AS;NetCom;894708;2022-05-06
N Telia;N Telia;GSM 1800;242;02;NOR;Telia Norge AS;NetCom;894708;2022-05-06
N Telia;N Telia;GSM 900;242;02;NOR;Telia Norge AS;NetCom;894708;2022-05-06
N ice;ice;LTE 1800;242;14;NOR;ICE Communication Norge AS;ICE Norge AS;894707;2019-08-13
N ice;ice;LTE 2100;242;14;NOR;ICE Communication Norge AS;ICE Norge AS;894707;2019-08-13
N ice;ice;LTE 800;242;14;NOR;ICE Communication Norge AS;ICE Norge AS;894707;2019-08-13
N ice;ice;LTE 900;242;14;NOR;ICE Communication Norge AS;ICE Norge AS;894707;2019-08-13
Nepal Telecom;NT;3G 2100;429;01;NPL;Nepal Telecom;Nepal Telecom;8997701;2017-01-10
Nepal Telecom;NT;GSM 1800;429;01;NPL;Nepal Telecom;Nepal Telecom;8997701;2017-01-18
Nepal Telecom;NT;GSM 900;429;01;NPL;Nepal Telecom;Nepal Telecom;8997701;2017-01-10
Nepal Telecom;NT;LTE 1800;429;01;NPL;Nepal Telecom;Nepal Telecom;8997701;2017-01-16
Nepal Telecom;NT;LTE 2300;429;01;NPL;Nepal Telecom;Nepal Telecom;8997701;2021-08-13
Nepal Telecom;NT;LTE 800;429;01;NPL;Nepal Telecom;Nepal Telecom;8997701;2021-08-13
2degrees;2degrees;GSM 1800;530;24;NZL;Two Degrees Networks Limited;2degrees;896424;2016-03-16
2degrees;2degrees;GSM 900;530;24;NZL;Two Degrees Networks Limited;2degrees;896424;2016-03-16
Spark NZ;Spark NZ;3G 2100;530;05;NZL;Spark New Zealand;Spark NZ;896405;2015-11-18
Spark NZ;Spark NZ;3G 850;530;05;NZL;Spark New Zealand;Spark NZ;896405;2015-11-18
Spark NZ;Spark NZ;LTE 1800;530;05;NZL;Spark New Zealand;Spark NZ;896405;2017-03-16
Spark NZ;Spark NZ;LTE 700;530;05;NZL;Spark New Zealand;Spark NZ;896405;2015-11-18
Spark NZ;Spark NZ;LTE-TDD 2300;530;05;NZL;Spark New Zealand;Spark NZ;896405;2017-03-16
Spark NZ;Spark NZ;LTE-TDD 2600;530;05;NZL;Spark New Zealand;Spark NZ;896405;2017-03-16
One NZ SpaceX;OneNZ SX;LTE 1800;530;13;NZL;One NZ;One NZ SpaceX;;2024-06-26
One NZ;One NZ;GSM 900;530;01;NZL;One NZ;One NZ;896401;2024-06-06
Ooredoo Oman;Ooredoo;3G 900;422;03;OMN;Ooredoo Oman;Ooredoo Oman;8996803;2017-05-12
Ooredoo Oman;Ooredoo;GSM 900;422;03;OMN;Ooredoo Oman;Ooredoo Oman;8996803;2017-05-12
Ooredoo Oman;Ooredoo;LTE 1800;422;03;OMN;Ooredoo Oman;Ooredoo Oman;8996803;2017-05-12
Omantel;Omantel;3G 2100;422;02;OMN;Omantel;Omantel Oman;8996800;2016-03-24
Omantel;Omantel;GSM 900;422;02;OMN;Omantel;Omantel Oman;8996800;2016-03-24
Omantel;Omantel;LTE 1800;422;02;OMN;Omantel;Omantel Oman;8996800;2016-03-24
Omantel;Omantel;LTE-TD 2300;422;02;OMN;Omantel;Omantel Oman;8996800;2016-05-25
Vodafone;Vodafone;GSM 1800;422;06;OMN;Vodafone Oman;Vodafone;89968;2021-12-07
Vodafone;Vodafone;GSM 700;422;06;OMN;Vodafone Oman;Vodafone;89968;2021-12-07
Vodafone;Vodafone;GSM 900;422;06;OMN;Vodafone Oman;Vodafone;89968;2021-12-07
Telenor PK;TELENOR;GSM 1800;410;06;PAK;Telenor Pakistan;Telenor Pakistan (Pvt) Ltd.;8941006;2015-09-23
Telenor PK;TELENOR;GSM 900;410;06;PAK;Telenor Pakistan;Telenor Pakistan (Pvt) Ltd.;8941006;2015-09-23
PK-UFONE;UFONE;GSM 900;410;03;PAK;Ufone;Ufone;8941003;2016-03-16
Jazz;Jazz;3G 2100;410;01;PAK;Jazz;Jazz;899201;2017-05-12
Jazz;Jazz;GSM 1800;410;01;PAK;Jazz;Jazz;899201;2016-12-09
Jazz;Jazz;GSM 900;410;01;PAK;Jazz;Jazz;899201;2016-12-09
Jazz;Jazz;LTE 1800;410;01;PAK;Jazz;Jazz;899201;2020-03-26
Jazz;Jazz;3G 2100;410;07;PAK;Jazz;Jazz;8941007;2020-03-26
Jazz;Jazz;GSM 900;410;07;PAK;Jazz;Jazz;8941007;2020-03-26
Jazz;Jazz;LTE 1800;410;07;PAK;Jazz;Jazz;8941007;2020-03-26
+Movil - C&W PAN;PANCW;3G 850;714;01;PAN;Cable & Wireless Panamá, S.A.;Cable & Wireless Panama;8950701;2016-03-16
+Movil - C&W PAN;PANCW;GSM 850;714;01;PAN;Cable & Wireless Panamá, S.A.;Cable & Wireless Panama;8950701;2016-03-16
Tigo;Tigo;3G 1900;714;020;PAN;Tigo Panamá;Tigo;8950702;2021-05-13
Tigo;Tigo;3G 850;714;020;PAN;Tigo Panamá;Tigo;8950702;2021-05-13
Tigo;Tigo;GSM 850;714;020;PAN;Tigo Panamá;Tigo;8950702;2021-05-10
Tigo;Tigo;LTE 1900;714;020;PAN;Tigo Panamá;Tigo;8950702;2021-05-13
Tigo;Tigo;LTE 700;714;020;PAN;Tigo Panamá;Tigo;8950702;2021-05-10
Viettel Peru;VTP;GSM 1900;716;15;PER;BITEL;Viettel Peru S.A.C.;895115;2019-01-08
Viettel Peru;VTP;GSM 900;716;15;PER;BITEL;Viettel Peru S.A.C.;895115;2013-04-09
CLARO PER;ClaroPER;3G 850;716;10;PER;Claro Peru;CLARO PER;895110;2016-03-16
CLARO PER;ClaroPER;GSM 1900;716;10;PER;Claro Peru;CLARO PER;895110;2016-03-16
CLARO PER;ClaroPER;LTE 1900;716;10;PER;Claro Peru;CLARO PER;895110;2016-03-16
Movistar;Movistar;3G 850;716;06;PER;Movistar Peru;Movistar Peru;895106;2021-05-11
Movistar;Movistar;GSM 850;716;06;PER;Movistar Peru;Movistar Peru;895106;2021-05-11
Movistar;Movistar;LTE 2100;716;06;PER;Movistar Peru;Movistar Peru;895106;2021-05-11
Movistar;Movistar;LTE 700;716;06;PER;Movistar Peru;Movistar Peru;895106;2021-05-11
SMART;SMART;3G 2100;515;03;PHL;Smart Philippines;SMART Gold;896303;2016-03-16
SMART;SMART;3G 850;515;03;PHL;Smart Philippines;SMART Gold;896303;2016-03-16
SMART;SMART;GSM 1800;515;03;PHL;Smart Philippines;SMART Gold;896303;2016-03-16
SMART;SMART;GSM 900;515;03;PHL;Smart Philippines;SMART Gold;896303;2016-03-16
Globe Telecom-PH;GLOBE;3G 2100;515;02;PHL;Globe Telecom;Globe Telecom;896302;2015-11-04
Globe Telecom-PH;GLOBE;GSM 1800;515;02;PHL;Globe Telecom;Globe Telecom;896302;2015-11-04
Globe Telecom-PH;GLOBE;GSM 900;515;02;PHL;Globe Telecom;Globe Telecom;896302;2015-11-04
Globe Telecom-PH;GLOBE;LTE 1800;515;02;PHL;Globe Telecom;Globe Telecom;896302;2018-06-15
PalauCel;PalauCel;3G 2100;552;01;PLW;PNCC;PalauCel;8968001;2019-10-14
PalauCel;PalauCel;3G 900;552;01;PLW;PNCC;PalauCel;8968001;2017-08-04
PalauCel;PalauCel;GSM 900;552;01;PLW;PNCC;PalauCel;8968001;2012-11-21
PalauCel;PalauCel;LTE-FDD 1800;552;01;PLW;PNCC;PalauCel;8968001;2019-10-14
PalauCel;PalauCel;LTE-FDD 700;552;01;PLW;PNCC;PalauCel;8968001;2017-09-28
PLW PMCI;PMCI;LTE 1800;552;99;PLW;Palau Mobile Communications Inc.;Palau Mobile Communications Inc.;8968099;2022-04-22
DIGICEL;DIGICEL;GSM 900;537;03;PNG;Digicel Papua New Guinea;Digicel PNG;8967503;2011-08-05
PG VODAFONE;VODAFONE;3G 2100;537;04;PNG;Vodafone PNG;VODAFONE;8967504;2021-07-12
PG VODAFONE;VODAFONE;LTE 1800;537;04;PNG;Vodafone PNG;VODAFONE;8967504;2021-07-12
PG VODAFONE;VODAFONE;LTE 700;537;04;PNG;Vodafone PNG;VODAFONE;8967504;2021-07-12
Play;Play;2G-GSM DCS 1800;260;06;POL;PLAY;P4;894806;2023-12-06
Play;Play;2G-GSM GSM 900;260;06;POL;PLAY;P4;894806;2023-12-06
Play;Play;3G-UTRA/FDD 1 - IMT 2.1 GHz;260;06;POL;PLAY;P4;894806;2023-12-06
Play;Play;3G-UTRA/FDD 8 - 900 MHz;260;06;POL;PLAY;P4;894806;2023-12-06
Play;Play;3G-UTRA/TDD None;260;06;POL;PLAY;P4;894806;2023-12-06
Play;Play;4G-E-UTRAN 1 - IMT 2.1 GHz;260;06;POL;PLAY;P4;894806;2023-12-06
Play;Play;4G-E-UTRAN 3 - DCS 1800;260;06;POL;PLAY;P4;894806;2023-12-06
Play;Play;4G-E-UTRAN-MIoT-LTE-M None;260;06;POL;PLAY;P4;894806;2023-12-06
Play;Play;4G-E-UTRAN-MIoT-NB-IoT None;260;06;POL;PLAY;P4;894806;2023-12-06
Play;Play;5G NR None;260;06;POL;PLAY;P4;894806;2023-12-06
Orange PL;Orange;3G 2100;260;03;POL;Orange Poland;Orange;894803;2015-12-14
Orange PL;Orange;GSM 1800;260;03;POL;Orange Poland;Orange;894803;2015-12-14
Orange PL;Orange;GSM 900;260;03;POL;Orange Poland;Orange;894803;2015-12-14
Orange PL;Orange;LTE 1800;260;03;POL;Orange Poland;Orange;894803;2015-12-14
T-Mobile.pl;TM PL;3G 2100;260;02;POL;T-Mobile Poland;T-Mobile.pl;894802;2015-11-18
T-Mobile.pl;TM PL;GSM 1800;260;02;POL;T-Mobile Poland;T-Mobile.pl;894802;2015-11-18
T-Mobile.pl;TM PL;GSM 900;260;02;POL;T-Mobile Poland;T-Mobile.pl;894802;2015-11-18
T-Mobile.pl;TM PL;LTE 1800;260;02;POL;T-Mobile Poland;T-Mobile.pl;894802;2015-11-18
Plus;PLUS;3G 2100;260;01;POL;Plus;Plus;894801;2016-03-24
Plus;PLUS;3G 900;260;01;POL;Plus;Plus;894801;2018-03-21
Plus;PLUS;5G/NR2600/NSA 2600;260;01;POL;Plus;Plus;894801;2020-12-16
Plus;PLUS;GSM 1800;260;01;POL;Plus;Plus;894801;2016-03-24
Plus;PLUS;GSM 900;260;01;POL;Plus;Plus;894801;2016-03-24
Plus;PLUS;LTE-FDD 1800;260;01;POL;Plus;Plus;894801;2020-12-16
Plus;PLUS;LTE-FDD 2100;260;01;POL;Plus;Plus;894801;2020-12-16
Plus;PLUS;LTE-FDD 2600;260;01;POL;Plus;Plus;894801;2020-12-16
Plus;PLUS;LTE-FDD 900;260;01;POL;Plus;Plus;894801;2020-12-16
Plus;PLUS;LTE-TDD 2600;260;01;POL;Plus;Plus;894801;2020-12-16
Liberty Mobile;Liberty;GSM 1900;313;790;PRI;Liberty Mobile Puerto Rico Inc.;Liberty Mobile;8901790;2021-11-25
Liberty Mobile;Liberty;GSM 850;313;790;PRI;Liberty Mobile Puerto Rico Inc.;Liberty Mobile;8901790;2021-11-25
Liberty Mobile;Liberty;LTE 1700;313;790;PRI;Liberty Mobile Puerto Rico Inc.;Liberty Mobile;8901790;2021-11-25
Liberty Mobile;Liberty;LTE 1800;313;790;PRI;Liberty Mobile Puerto Rico Inc.;Liberty Mobile;8901790;2021-11-25
Liberty Mobile;Liberty;LTE 2300;313;790;PRI;Liberty Mobile Puerto Rico Inc.;Liberty Mobile;8901790;2021-11-25
Liberty Mobile;Liberty;LTE 700;313;790;PRI;Liberty Mobile Puerto Rico Inc.;Liberty Mobile;8901790;2021-11-25
PR Claro;Claro;3G 1900;330;110;PRI;Claro Puerto Rico;Claro GSM;891787;2016-02-04
PR Claro;Claro;3G 850;330;110;PRI;Claro Puerto Rico;Claro GSM;891787;2016-02-04
PR Claro;Claro;GSM 1800;330;110;PRI;Claro Puerto Rico;Claro GSM;891787;2016-02-04
PR Claro;Claro;GSM 850;330;110;PRI;Claro Puerto Rico;Claro GSM;891787;2016-02-04
NOS;NOS;GSM 1800;268;03;PRT;NOS – Comunicações, S.A.;NOS;8935103;2014-08-13
NOS;NOS;GSM 900;268;03;PRT;NOS – Comunicações, S.A.;NOS;8935103;2014-08-13
MEO;MEO;3G 2100;268;06;PRT;MEO;MEO;8935106;2016-03-16
MEO;MEO;GSM 1800;268;06;PRT;MEO;MEO;8935106;2016-03-16
MEO;MEO;GSM 900;268;06;PRT;MEO;MEO;8935106;2016-03-16
vodafone P;voda P;GSM 1800;268;01;PRT;Vodafone Portugal;vodafone;8935101;2012-07-05
vodafone P;voda P;GSM 900;268;01;PRT;Vodafone Portugal;vodafone;8935101;2012-07-05
PY Personal;Personal;3G 1900;744;05;PRY;Núcleo S.A.;Personal;8959505;2016-03-16
PY Personal;Personal;3G 850;744;05;PRY;Núcleo S.A.;Personal;8959505;2016-03-16
PY Personal;Personal;GSM 1900;744;05;PRY;Núcleo S.A.;Personal;8959505;2016-03-16
PY Personal;Personal;GSM 850;744;05;PRY;Núcleo S.A.;Personal;8959505;2016-03-16
TIGO PY;TIGO;3G 1900;744;04;PRY;Tigo Paraguay;TIGO Paraguay;8959504;2016-03-16
TIGO PY;TIGO;3G 850;744;04;PRY;Tigo Paraguay;TIGO Paraguay;8959504;2016-03-16
TIGO PY;TIGO;GSM 1900;744;04;PRY;Tigo Paraguay;TIGO Paraguay;8959504;2016-03-16
TIGO PY;TIGO;GSM 850;744;04;PRY;Tigo Paraguay;TIGO Paraguay;8959504;2016-03-16
Ooredoo Palestine;Ooredoo;GSM 1800;425;06;PSE;Ooredoo Palestine;Ooredoo Palestine;8997006;2018-09-10
Ooredoo Palestine;Ooredoo;GSM 900;425;06;PSE;Ooredoo Palestine;Ooredoo Palestine;8997006;2018-09-10
JAWWAL-PALESTINE;JAWWAL;GSM 900;425;05;PSE;Jawwal;Palestine Telecommunications Co. P.L.C;8997005;2014-03-20
F-VINI;VINI;3G 2100;547;20;PYF;Onati S.A.S.;VINI;8968920;2015-09-23
F-VINI;VINI;3G 900;547;20;PYF;Onati S.A.S.;VINI;8968920;2019-05-16
F-VINI;VINI;GSM 900;547;20;PYF;Onati S.A.S.;VINI;8968920;2015-09-23
F-VINI;VINI;LTE 800;547;20;PYF;Onati S.A.S.;VINI;8968920;2019-05-16
VODAFONE PF;VODAFONE;3G 2100;547;15;PYF;Vodafone French Polynesia;VODAFONE;8968915;2017-07-05
VODAFONE ;VODAFONE;3G 900;547;15;PYF;Vodafone French Polynesia;VODAFONE;8968915;2023-04-12
VODAFONE PF;VODAFONE;GSM 900;547;15;PYF;Vodafone French Polynesia;VODAFONE;8968915;2017-07-05
VODAFONE PF;VODAFONE;LTE 2100;547;15;PYF;Vodafone French Polynesia;VODAFONE;8968915;2017-07-21
VODAFONE PF;VODAFONE;LTE 800;547;15;PYF;Vodafone French Polynesia;VODAFONE;8968915;2017-07-21
VODAFONE PF;VODAFONE;LTE-FDD 1800;547;15;PYF;Vodafone French Polynesia;VODAFONE;8968915;2022-06-08
VODAFONE PF;VODAFONE;LTE-FDD 2600;547;15;PYF;Vodafone French Polynesia;VODAFONE;8968915;2022-05-10
VODAFONE PF;VODAFONE;LTE-FDD 700;547;15;PYF;Vodafone French Polynesia;VODAFONE;8968915;2022-06-08
VODAFONE PF;VODAFONE;NR n 78;547;15;PYF;Vodafone French Polynesia;VODAFONE;8968915;2022-05-10
VITI;VITI;LTE-FDD 2600;547;05;PYF;VITI SAS;VITI;8954705;2019-06-13
VITI;VITI;LTE-FDD 800;547;05;PYF;VITI SAS;VITI;8954705;2019-06-13
vodafone;VF-QA;3G 2100;427;02;QAT;Vodafone Qatar Q.S.C.;Vodafone Qatar;8942702;2016-03-16
vodafone;VF-QA;GSM 1800;427;02;QAT;Vodafone Qatar Q.S.C.;Vodafone Qatar;8942702;2016-03-16
vodafone;VF-QA;GSM 900;427;02;QAT;Vodafone Qatar Q.S.C.;Vodafone Qatar;8942702;2016-03-16
vodafone;VF-QA;LTE 1800;427;02;QAT;Vodafone Qatar Q.S.C.;Vodafone Qatar;8942702;2018-04-05
vodafone;VF-QA;LTE 800;427;02;QAT;Vodafone Qatar Q.S.C.;Vodafone Qatar;8942702;2018-04-05
Ooredoo;Ooredoo;3G 1800;427;01;QAT;Ooredoo Qatar;Ooredoo;8997401;2015-11-04
Ooredoo;Ooredoo;3G 900;427;01;QAT;Ooredoo Qatar;Ooredoo;8997401;2015-11-04
Ooredoo;Ooredoo;GSM 1800;427;01;QAT;Ooredoo Qatar;Ooredoo;8997401;2015-11-04
Ooredoo;Ooredoo;GSM 900;427;01;QAT;Ooredoo Qatar;Ooredoo;8997401;2015-11-04
Ooredoo;Ooredoo;LTE 1800;427;01;QAT;Ooredoo Qatar;Ooredoo;8997401;2015-11-04
Ooredoo;Ooredoo;LTE 2600;427;01;QAT;Ooredoo Qatar;Ooredoo;8997401;2015-11-04
Ooredoo;Ooredoo;LTE 800;427;01;QAT;Ooredoo Qatar;Ooredoo;8997401;2015-11-04
FREE MOBILE RE;FREE RE;3G 2100;647;03;REU;TELCO OI;FREE MOBILE RE;8926203;2016-10-18
FREE MOBILE RE;FREE RE;3G 900;647;03;REU;TELCO OI;FREE MOBILE RE;8926203;2016-12-09
FREE MOBILE RE;FREE RE;GSM 1800;647;03;REU;TELCO OI;FREE MOBILE RE;8926203;2016-10-18
FREE MOBILE RE;FREE RE;GSM 900;647;03;REU;TELCO OI;FREE MOBILE RE;8926203;2016-10-18
FREE MOBILE RE;FREE RE;LTE 1800;647;03;REU;TELCO OI;FREE MOBILE RE;8926203;2019-04-29
FREE MOBILE RE;FREE RE;LTE 800;647;03;REU;TELCO OI;FREE MOBILE RE;8926203;2019-04-29
TELCO OI;TELCO OI;3G 2100;647;02;REU;TELCO OI;TELCO OI;8926202;2019-04-29
TELCO OI;TELCO OI;3G 900;647;02;REU;TELCO OI;TELCO OI;8926202;2019-04-29
TELCO OI;TELCO OI;GSM 1800;647;02;REU;TELCO OI;TELCO OI;8926202;2019-04-29
TELCO OI;TELCO OI;GSM 900;647;02;REU;TELCO OI;TELCO OI;8926202;2019-04-29
Orange re;Orange;GSM 1800;647;00;REU;Orange La Reunion;Orange Reunion;8926200;2008-07-23
Orange re;Orange;GSM 900;647;00;REU;Orange La Reunion;Orange Reunion;8926200;2008-07-23
SRR;SRR;GSM 900;647;10;REU;Société Réunionnaise du Radiotéléphone;SRR;893310;2019-08-05
RO Digi.Mobil;Digi;3G 2100;226;05;ROU;Digi Romania;Digi.Mobil;894005;2015-12-14
TELEKOM.RO;TELEKOM;3G 2100;226;03;ROU;Telekom Romania Mobile Communications S.A.;TELEKOM.RO;894003;2016-03-16
TELEKOM.RO;TELEKOM;GSM 1800;226;03;ROU;Telekom Romania Mobile Communications S.A.;TELEKOM.RO;894003;2016-03-16
TELEKOM.RO;TELEKOM;GSM 900;226;03;ROU;Telekom Romania Mobile Communications S.A.;TELEKOM.RO;894003;2016-03-16
RO Vodafone RO;VF-RO;3G 2100;226;01;ROU;Vodafone Romania;Vodafone RO;894001;2016-03-16
RO Vodafone RO;VF-RO;3G 900;226;01;ROU;Vodafone Romania;Vodafone RO;894001;2016-03-16
RO Vodafone RO;VF-RO;GSM 1800;226;01;ROU;Vodafone Romania;Vodafone RO;894001;2016-03-16
RO Vodafone RO;VF-RO;GSM 900;226;01;ROU;Vodafone Romania;Vodafone RO;894001;2016-03-16
RO Vodafone RO;VF-RO;LTE 1800;226;01;ROU;Vodafone Romania;Vodafone RO;894001;2019-03-18
RO ORANGE;ORANGE;3G 2100;226;10;ROU;Orange Romania;ORANGE;894010;2016-03-16
RO ORANGE;ORANGE;GSM 1800;226;10;ROU;Orange Romania;ORANGE;894010;2016-03-16
RO ORANGE;ORANGE;GSM 900;226;10;ROU;Orange Romania;ORANGE;894010;2016-03-16
beeline;beeline;3G 2100;250;99;RUS;Beeline Russia;beeline;8970199;2022-01-21
beeline;beeline;GSM 1800;250;99;RUS;Beeline Russia;beeline;8970199;2022-01-21
beeline;beeline;GSM 900;250;99;RUS;Beeline Russia;beeline;8970199;2022-01-21
beeline;beeline;LTE 2600;250;99;RUS;Beeline Russia;beeline;8970199;2022-01-21
beeline;beeline;LTE 800;250;99;RUS;Beeline Russia;beeline;8970199;2022-01-21
MTS RUS;MTS RUS;3G 2100;250;01;RUS;PJSC Mobile TeleSystems (MTS);MTS;8970101;2016-03-16
MTS RUS;MTS RUS;3G 900;250;01;RUS;PJSC Mobile TeleSystems (MTS);MTS;8970101;2016-03-16
MTS RUS;MTS RUS;GSM 1800;250;01;RUS;PJSC Mobile TeleSystems (MTS);MTS;8970101;2016-03-16
MTS RUS;MTS RUS;GSM 900;250;01;RUS;PJSC Mobile TeleSystems (MTS);MTS;8970101;2016-03-16
MTS RUS;MTS RUS;LTE-FDD 2600;250;01;RUS;PJSC Mobile TeleSystems (MTS);MTS;8970101;2016-03-16
MTS RUS;MTS RUS;LTE-FDD 800;250;01;RUS;PJSC Mobile TeleSystems (MTS);MTS;8970101;2016-03-16
MTS RUS;MTS RUS;LTE-TD 2600;250;01;RUS;PJSC Mobile TeleSystems (MTS);MTS;8970101;2016-05-25
LETAI;LETAI;GSM 1800;250;27;RUS;LETAI;LETAI;8970127;2016-02-04
LETAI;LETAI;LTE 1800;250;27;RUS;LETAI;LETAI;8970127;2016-02-04
Tinkoff Mobile;Tinkoff;3G 2100;250;62;RUS;Tinkoff Mobile LLC;Tinkoff;89701620;2021-06-08
Tinkoff Mobile;Tinkoff;GSM 900;250;62;RUS;Tinkoff Mobile LLC;Tinkoff;89701620;2021-06-07
Tinkoff Mobile;Tinkoff;LTE 2600;250;62;RUS;Tinkoff Mobile LLC;Tinkoff;89701620;2021-06-07
miatel;miatel;3G 2100 2100;250;16;RUS;MIATEL LLC;miatel;89701160;2023-10-19
miatel;miatel;GSM 1800 1800;250;16;RUS;MIATEL LLC;miatel;89701160;2023-10-19
miatel;miatel;GSM 900 900;250;16;RUS;MIATEL LLC;miatel;89701160;2023-10-19
miatel;miatel;LTE 2600 2600;250;16;RUS;MIATEL LLC;miatel;89701160;2023-10-19
miatel;miatel;LTE 800 800;250;16;RUS;MIATEL LLC;miatel;89701160;2023-10-19
AirtelRW;AirtelRW;2G-GSM DCS 1800;635;13;RWA;Bharti Airtel Rwanda Holdings B.V.;Airtel Rwanda;8925013;2024-04-19
AirtelRW;AirtelRW;2G-GSM GSM 900;635;13;RWA;Bharti Airtel Rwanda Holdings B.V.;Airtel Rwanda;8925013;2024-04-19
AirtelRW;AirtelRW;3G-UTRA/FDD 1 - IMT 2.1 GHz;635;13;RWA;Bharti Airtel Rwanda Holdings B.V.;Airtel Rwanda;8925013;2024-04-19
AirtelRW;AirtelRW;3G-UTRA/FDD 8 - 900 MHz;635;13;RWA;Bharti Airtel Rwanda Holdings B.V.;Airtel Rwanda;8925013;2024-04-19
AirtelRW;AirtelRW;4G-E-UTRAN 3 - DCS 1800;635;13;RWA;Bharti Airtel Rwanda Holdings B.V.;Airtel Rwanda;8925013;2024-04-19
AirtelRW;AirtelRW;4G-E-UTRAN 8 - 900 MHz;635;13;RWA;Bharti Airtel Rwanda Holdings B.V.;Airtel Rwanda;8925013;2024-04-19
MTN RWANDA;MTN;3G 2100;635;10;RWA;MTN Rwanda;MTN-RWA;8925010;2017-05-08
MTN RWANDA;MTN;GSM 1800;635;10;RWA;MTN Rwanda;MTN-RWA;8925010;2017-05-08
MTN RWANDA;MTN;GSM 900;635;10;RWA;MTN Rwanda;MTN-RWA;8925010;2017-05-08
MTN RWANDA;MTN;LTE 1800;635;10;RWA;MTN Rwanda;MTN-RWA;8925010;2017-05-08
MTN RWANDA;MTN;LTE 800;635;10;RWA;MTN Rwanda;MTN-RWA;8925010;2017-05-08
Zain KSA;Zain KSA;GSM 1800;420;04;SAU;Zain Saudi Arabia;Zain Saudi Arabia;8996604;2015-03-12
Zain KSA;Zain KSA;GSM 900;420;04;SAU;Zain Saudi Arabia;Zain Saudi Arabia;8996604;2015-03-12
Zain KSA;Zain KSA;LTE 2100;420;04;SAU;Zain Saudi Arabia;Zain Saudi Arabia;8996604;2015-03-12
Mobily-KSA;Mobily;3G 2100;420;03;SAU;Mobily;Mobily;8996603;2012-07-03
Mobily-KSA;Mobily;GSM 900;420;03;SAU;Mobily;Mobily;8996603;2012-07-03
Mobily-KSA;Mobily;LTE-TD 2500;420;03;SAU;Mobily;Mobily;8996603;2016-05-25
stc;stc;3G 2100;420;01;SAU;stc Group;stc;8996601;2020-01-27
stc;stc;GSM 900;420;01;SAU;stc Group;stc;8996601;2020-01-27
stc;stc;LTE-TD 2300;420;01;SAU;stc Group;stc;8996601;2020-01-27
Zain SDN;Zain SD;3G 2100;634;01;SDN;Zain Sudan;Zain Sudan;8924901;2015-11-18
Zain SDN;Zain SD;GSM 1800;634;01;SDN;Zain Sudan;Zain Sudan;8924901;2015-11-18
Zain SDN;Zain SD;GSM 900;634;01;SDN;Zain Sudan;Zain Sudan;8924901;2015-11-18
SEN;Free;3G 2100;608;02;SEN;Free Senegal;Free;8922102;2020-01-23
SEN;Free;GSM 900;608;02;SEN;Free Senegal;Free;8922102;2020-01-23
SEN;Free;LTE-FDD 1800;608;02;SEN;Free Senegal;Free;8922102;2020-01-23
SEN;Free;LTE-FDD 800;608;02;SEN;Free Senegal;Free;8922102;2020-01-23
Orange SN;OrangeSN;GSM 900;608;01;SEN;Orange Senegal;Orange Senegal;8922101;2018-06-20
SEN expresso;Expresso;GSM 1800;608;03;SEN;Sudan Telecom Company Ltd;Expresso Senegal;8922103;2012-08-13
